,Customer ID,Usia,Gender,ID Pembelian,Jenis Produk,Transaksi,Waktu Pembelian,Jenis Pengiriman,Metode Pembayaran,Feedback
27,ID0214,51,Wanita,SPXID47051,Fashion,"Rp 558.000,-",05-08-2024,Reguler,Ngutang,*
28,ID0601,53,Wanita,SPXID19235,Sport,"Rp 62.000,-",24-08-2023,Hemat,Transfer,*
29,ID0434,58,Wanita,SPXID07705,Home,"Rp 77.000,-",10-02-2023,Hemat,Cash,**
30,ID0266,27,Pria,SPXID32451,Electronics,"Rp 853.000,-",26-07-2025,Hemat,Transfer,*
31,ID0238,18,Pria,SPXID10099,Fashion,"Rp 968.000,-",18-03-2024,Next Day,Cash,*****
32,ID0610,53,Wanita,SPXID49644,Electronics,"Rp 157.000,-",17-07-2025,Next Day,Transfer,**
33,ID0101,50,Pria,SPXID29348,Electronics,"Rp 173.000,-",07-03-2025,Hemat,COD,*
34,ID0728,42,Wanita,SPXID28343,Fashion,"Rp 46.000,-",06-10-2024,Hemat,COD,*
35,ID0842,29,Wanita,SPXID17933,Home,"Rp 91.000,-",16-10-2023,Hemat,Ngutang,*
36,ID0967,50,Pria,SPXID44058,Sport,"Rp 507.000,-",10-09-2024,Hemat,Transfer,*
37,ID0386,22,Pria,SPXID14635,Home,"Rp 770.000,-",26-07-2024,Hemat,Transfer,***
38,ID0186,47,Pria,SPXID02656,Sport,"Rp 46.000,-",27-08-2024,Next Day,Transfer,****
39,ID0874,36,Wanita,SPXID30653,Food,"Rp 75.000,-",03-01-2025,Next Day,Transfer,**
40,ID0131,49,Pria,SPXID38627,Food,"Rp 780.000,-",14-09-2025,Reguler,Transfer,***
41,ID0016,25,Pria,SPXID37811,Fashion,"Rp 249.000,-",15-07-2024,Reguler,Ngutang,**
42,ID0192,32,Wanita,SPXID06600,Electronics,"Rp 765.000,-",02-07-2025,Hemat,COD,***
43,ID0514,53,Wanita,SPXID41302,Home,"Rp 859.000,-",15-04-2025,Express,Transfer,***
44,ID0111,47,Wanita,SPXID40134,Sport,"Rp 443.000,-",15-05-2025,Next Day,Cash,*****
45,ID0564,34,Pria,SPXID01961,Sport,"Rp 109.000,-",23-01-2025,Express,Cash,*****
46,ID0832,22,Wanita,SPXID32099,Home,"Rp 157.000,-",26-07-2025,Reguler,Ngutang,*****
47,ID0401,42,Wanita,SPXID15028,Electronics,"Rp 839.000,-",17-10-2024,Express,Transfer,***
48,ID0780,52,Wanita,SPXID29600,Fashion,"Rp 143.000,-",03-09-2024,Reguler,COD,*
49,ID0094,38,Wanita,SPXID43373,Electronics,"Rp 318.000,-",12-04-2023,Reguler,Cash,*****
50,ID0203,35,Pria,SPXID13632,Electronics,"Rp 609.000,-",01-05-2024,Next Day,COD,*
51,ID0091,54,Wanita,SPXID28996,Home,"Rp 945.000,-",28-01-2023,Express,Ngutang,****
52,ID0031,28,Wanita,SPXID15955,Food,"Rp 275.000,-",10-06-2023,Next Day,COD,****
53,ID0679,60,Wanita,SPXID00316,Electronics,"Rp 416.000,-",14-06-2025,Next Day,Transfer,**
54,ID0368,51,Wanita,SPXID31620,Electronics,"Rp 660.000,-",18-07-2024,Next Day,COD,*****
55,ID0991,26,Wanita,SPXID01148,Food,"Rp 741.000,-",18-05-2024,Express,Cash,**
56,ID0323,25,Pria,SPXID24022,Electronics,"Rp 581.000,-",13-02-2023,Express,Ngutang,****
57,ID0944,55,Pria,SPXID38719,Electronics,"Rp 230.000,-",08-11-2025,Next Day,COD,*****
58,ID0775,32,Wanita,SPXID26671,Home,"Rp 373.000,-",25-02-2025,Hemat,COD,****
59,ID0005,39,Pria,SPXID39401,Electronics,"Rp 456.000,-",02-03-2023,Express,Ngutang,****
60,ID0285,24,Wanita,SPXID28090,Electronics,"Rp 630.000,-",02-10-2025,Reguler,COD,*****
61,ID0634,20,Pria,SPXID38921,Food,"Rp 433.000,-",23-04-2024,Hemat,Cash,*
62,ID0284,40,Wanita,SPXID31054,Food,"Rp 405.000,-",25-01-2023,Express,Transfer,****
63,ID0530,51,Wanita,SPXID49967,Home,"Rp 789.000,-",16-10-2023,Express,Transfer,***
64,ID0402,42,Wanita,SPXID31012,Electronics,"Rp 541.000,-",20-11-2024,Next Day,Transfer,**
65,ID0661,45,Pria,SPXID28701,Electronics,"Rp 560.000,-",30-11-2025,Hemat,Ngutang,*
66,ID0896,47,Pria,SPXID15495,Sport,"Rp 227.000,-",03-10-2025,Express,Cash,**
67,ID0781,23,Pria,SPXID37061,Food,"Rp 79.000,-",04-01-2023,Next Day,Transfer,****
68,ID0290,55,Pria,SPXID12343,Fashion,"Rp 519.000,-",27-11-2023,Express,Transfer,*
69,ID0643,57,Pria,SPXID49766,Food,"Rp 465.000,-",14-08-2024,Express,Cash,***
70,ID0535,57,Pria,SPXID37036,Electronics,"Rp 859.000,-",10-11-2024,Express,COD,*****
71,ID0575,50,Wanita,SPXID23812,Fashion,"Rp 210.000,-",04-03-2023,Reguler,Ngutang,*
72,ID0800,24,Pria,SPXID01449,Fashion,"Rp 43.000,-",17-09-2024,Express,Ngutang,***
73,ID0965,24,Pria,SPXID38545,Food,"Rp 416.000,-",27-04-2024,Reguler,Transfer,*
74,ID0425,40,Wanita,SPXID11281,Sport,"Rp 725.000,-",12-08-2024,Reguler,COD,*
75,ID0819,40,Pria,SPXID39645,Home,"Rp 535.000,-",25-11-2025,Express,COD,*****
76,ID0453,49,Wanita,SPXID02921,Electronics,"Rp 87.000,-",05-09-2023,Express,COD,****
77,ID0422,39,Wanita,SPXID42866,Food,"Rp 470.000,-",23-04-2024,Express,Ngutang,*
78,ID0551,25,Pria,SPXID37822,Sport,"Rp 194.000,-",16-10-2025,Next Day,Ngutang,****
79,ID0847,32,Pria,SPXID11513,Fashion,"Rp 833.000,-",05-11-2024,Hemat,COD,*****
80,ID0317,28,Wanita,SPXID47559,Home,"Rp 690.000,-",21-03-2024,Next Day,Transfer,*****
81,ID0966,39,Wanita,SPXID24855,Food,"Rp 279.000,-",27-04-2024,Hemat,COD,**
82,ID0778,36,Pria,SPXID06210,Home,"Rp 930.000,-",06-01-2025,Express,COD,*****
83,ID0906,35,Wanita,SPXID31428,Electronics,"Rp 587.000,-",06-04-2024,Reguler,COD,*
84,ID0764,18,Wanita,SPXID19485,Food,"Rp 718.000,-",11-07-2024,Express,COD,**
85,ID0286,47,Pria,SPXID10321,Fashion,"Rp 322.000,-",27-08-2025,Hemat,Transfer,*****
86,ID0541,36,Wanita,SPXID09426,Electronics,"Rp 496.000,-",25-09-2025,Reguler,COD,*****
87,ID0437,22,Wanita,SPXID14324,Home,"Rp 522.000,-",23-10-2023,Next Day,Ngutang,*
88,ID0296,19,Pria,SPXID26103,Food,"Rp 917.000,-",04-09-2023,Next Day,COD,**
89,ID0476,18,Wanita,SPXID38584,Electronics,"Rp 161.000,-",09-09-2024,Hemat,Ngutang,***
90,ID0437,35,Wanita,SPXID23431,Food,"Rp 643.000,-",30-05-2025,Express,Ngutang,***
91,ID0231,30,Pria,SPXID36715,Electronics,"Rp 335.000,-",10-01-2025,Hemat,Transfer,*
92,ID0247,35,Wanita,SPXID13194,Home,"Rp 729.000,-",25-09-2025,Reguler,COD,***
93,ID0947,18,Pria,SPXID01822,Food,"Rp 836.000,-",27-05-2023,Hemat,Transfer,**
94,ID0760,47,Pria,SPXID15874,Food,"Rp 293.000,-",11-02-2025,Next Day,COD,***
95,ID0818,55,Pria,SPXID26434,Electronics,"Rp 486.000,-",21-02-2025,Hemat,Ngutang,*
96,ID0833,25,Pria,SPXID05096,Home,"Rp 249.000,-",15-09-2024,Reguler,Cash,*
97,ID0157,23,Pria,SPXID47115,Sport,"Rp 863.000,-",04-01-2024,Reguler,Cash,*
98,ID0787,19,Pria,SPXID15549,Sport,"Rp 774.000,-",30-09-2024,Next Day,Cash,*****
99,ID0806,49,Pria,SPXID46926,Electronics,"Rp 195.000,-",17-02-2025,Next Day,Cash,*
100,ID0390,56,Pria,SPXID42074,Home,"Rp 370.000,-",28-09-2023,Next Day,Transfer,****
101,ID0487,60,Wanita,SPXID35033,Sport,"Rp 457.000,-",28-08-2025,Hemat,COD,*
102,ID0960,50,Wanita,SPXID25944,Electronics,"Rp 773.000,-",14-02-2023,Reguler,Cash,*****
103,ID0083,33,Wanita,SPXID18222,Sport,"Rp 210.000,-",20-01-2025,Next Day,Ngutang,**
104,ID0324,19,Wanita,SPXID22192,Home,"Rp 567.000,-",24-08-2023,Hemat,Cash,*
105,ID0552,50,Pria,SPXID20943,Food,"Rp 863.000,-",23-04-2025,Reguler,COD,*****
106,ID0744,59,Wanita,SPXID06029,Food,"Rp 213.000,-",03-05-2025,Reguler,Ngutang,****
107,ID0001,49,Wanita,SPXID37313,Home,"Rp 602.000,-",23-07-2025,Express,Cash,**
108,ID0247,47,Pria,SPXID48998,Food,"Rp 63.000,-",24-08-2023,Next Day,Cash,****
109,ID0093,32,Pria,SPXID26621,Food,"Rp 343.000,-",03-03-2024,Express,COD,*
110,ID0015,32,Pria,SPXID06383,Sport,"Rp 592.000,-",13-01-2025,Next Day,Transfer,**
111,ID0952,53,Pria,SPXID12805,Electronics,"Rp 596.000,-",06-05-2023,Express,Ngutang,***
112,ID0773,23,Pria,SPXID36163,Fashion,"Rp 68.000,-",09-11-2024,Express,Ngutang,**
113,ID0682,48,Wanita,SPXID06658,Fashion,"Rp 516.000,-",16-01-2023,Hemat,Transfer,****
114,ID0168,39,Pria,SPXID27797,Food,"Rp 960.000,-",01-04-2024,Next Day,Cash,****
115,ID0129,22,Wanita,SPXID46148,Electronics,"Rp 748.000,-",07-07-2025,Hemat,Cash,*****
116,ID0805,37,Pria,SPXID18189,Fashion,"Rp 943.000,-",18-05-2023,Hemat,Cash,*****
117,ID0422,19,Wanita,SPXID43416,Fashion,"Rp 651.000,-",08-03-2023,Next Day,Ngutang,***
118,ID0396,26,Wanita,SPXID13211,Home,"Rp 640.000,-",23-03-2024,Next Day,Ngutang,****
119,ID0644,47,Pria,SPXID20212,Electronics,"Rp 106.000,-",19-05-2024,Express,COD,***
120,ID0960,29,Wanita,SPXID47953,Fashion,"Rp 334.000,-",08-06-2024,Reguler,Transfer,***
121,ID0841,18,Wanita,SPXID13252,Food,"Rp 429.000,-",24-09-2025,Hemat,Transfer,***
122,ID0380,59,Wanita,SPXID35630,Sport,"Rp 904.000,-",03-04-2023,Reguler,Cash,***
123,ID0791,60,Pria,SPXID49569,Food,"Rp 560.000,-",20-06-2025,Next Day,Cash,*
124,ID0536,21,Wanita,SPXID47685,Home,"Rp 434.000,-",06-05-2023,Next Day,Cash,***
125,ID0624,50,Wanita,SPXID28362,Sport,"Rp 302.000,-",06-01-2024,Express,COD,****
126,ID0711,35,Wanita,SPXID23476,Home,"Rp 243.000,-",26-04-2023,Next Day,Transfer,*****
127,ID0161,43,Wanita,SPXID33393,Sport,"Rp 963.000,-",11-11-2025,Next Day,Transfer,****
128,ID0549,54,Pria,SPXID09283,Food,"Rp 156.000,-",24-10-2023,Express,COD,**
129,ID0206,50,Pria,SPXID21881,Electronics,"Rp 912.000,-",08-01-2025,Next Day,Cash,***
130,ID0015,26,Pria,SPXID37639,Electronics,"Rp 686.000,-",28-10-2025,Hemat,Ngutang,****
131,ID0079,40,Wanita,SPXID39745,Electronics,"Rp 368.000,-",03-07-2023,Next Day,Cash,****
132,ID0530,27,Wanita,SPXID05472,Electronics,"Rp 755.000,-",03-11-2024,Reguler,Transfer,*****
133,ID0503,21,Pria,SPXID41383,Electronics,"Rp 157.000,-",19-02-2025,Express,Cash,**
134,ID0368,23,Wanita,SPXID36717,Sport,"Rp 862.000,-",01-11-2023,Express,COD,*
135,ID0689,52,Wanita,SPXID33174,Electronics,"Rp 720.000,-",03-06-2024,Next Day,Cash,**
136,ID0617,27,Wanita,SPXID07010,Fashion,"Rp 206.000,-",15-05-2025,Hemat,Ngutang,**
137,ID0182,29,Pria,SPXID29429,Home,"Rp 797.000,-",06-07-2024,Reguler,COD,***
138,ID0711,47,Pria,SPXID01951,Fashion,"Rp 663.000,-",28-10-2024,Reguler,Ngutang,***
139,ID0545,42,Wanita,SPXID15554,Home,"Rp 290.000,-",07-10-2024,Reguler,COD,**
140,ID0617,39,Pria,SPXID39213,Fashion,"Rp 224.000,-",01-06-2025,Express,COD,*****
141,ID0286,39,Pria,SPXID03836,Sport,"Rp 974.000,-",18-06-2025,Reguler,Transfer,*****
142,ID0345,23,Wanita,SPXID35580,Electronics,"Rp 168.000,-",25-04-2023,Hemat,Transfer,****
143,ID0977,54,Wanita,SPXID27692,Food,"Rp 495.000,-",26-10-2023,Hemat,Ngutang,*****
144,ID0273,31,Wanita,SPXID19249,Food,"Rp 802.000,-",21-10-2025,Hemat,COD,***
145,ID0806,27,Wanita,SPXID41455,Electronics,"Rp 172.000,-",21-08-2024,Express,Transfer,*
146,ID0381,51,Pria,SPXID31651,Electronics,"Rp 955.000,-",22-05-2023,Reguler,Cash,*
147,ID0380,43,Wanita,SPXID07300,Food,"Rp 787.000,-",26-09-2024,Reguler,Transfer,**
148,ID0220,45,Wanita,SPXID28808,Home,"Rp 265.000,-",04-01-2023,Next Day,Transfer,**
149,ID0856,55,Pria,SPXID24891,Sport,"Rp 560.000,-",08-11-2023,Next Day,Transfer,****
150,ID0247,27,Wanita,SPXID18632,Electronics,"Rp 412.000,-",12-09-2024,Express,COD,*****
151,ID0432,22,Pria,SPXID23028,Electronics,"Rp 308.000,-",10-02-2025,Hemat,Ngutang,**
152,ID0240,39,Pria,SPXID41296,Fashion,"Rp 557.000,-",08-07-2023,Next Day,Cash,**
153,ID0887,22,Pria,SPXID01413,Food,"Rp 469.000,-",17-10-2025,Reguler,Cash,***
154,ID0669,26,Wanita,SPXID25301,Sport,"Rp 721.000,-",28-11-2023,Next Day,Cash,*****
155,ID0093,59,Pria,SPXID45965,Sport,"Rp 760.000,-",04-10-2024,Next Day,Transfer,***
156,ID0297,45,Wanita,SPXID47681,Food,"Rp 744.000,-",11-08-2023,Hemat,COD,**
157,ID0380,23,Pria,SPXID23211,Sport,"Rp 491.000,-",05-04-2023,Next Day,Ngutang,**
158,ID0786,23,Pria,SPXID21970,Sport,"Rp 945.000,-",20-06-2025,Next Day,Transfer,*****
159,ID0515,33,Wanita,SPXID11275,Fashion,"Rp 73.000,-",12-04-2023,Express,Cash,****
160,ID0979,56,Pria,SPXID39332,Fashion,"Rp 528.000,-",23-03-2024,Express,COD,*
161,ID0539,46,Wanita,SPXID31761,Home,"Rp 295.000,-",16-10-2025,Reguler,COD,**
162,ID0099,48,Pria,SPXID00260,Food,"Rp 707.000,-",22-03-2025,Reguler,Transfer,***
163,ID0326,46,Wanita,SPXID03949,Food,"Rp 358.000,-",15-03-2023,Hemat,Transfer,*
164,ID0257,48,Wanita,SPXID13655,Electronics,"Rp 699.000,-",27-09-2023,Next Day,COD,**
165,ID0606,43,Pria,SPXID22122,Sport,"Rp 201.000,-",11-01-2023,Reguler,Ngutang,*
166,ID0734,51,Wanita,SPXID36492,Sport,"Rp 879.000,-",20-07-2024,Express,Ngutang,**
167,ID0367,35,Wanita,SPXID06028,Sport,"Rp 883.000,-",30-06-2025,Next Day,Transfer,***
168,ID0016,40,Pria,SPXID11281,Food,"Rp 556.000,-",28-11-2023,Hemat,COD,***
169,ID0251,55,Wanita,SPXID36772,Home,"Rp 871.000,-",08-03-2025,Next Day,Cash,***
170,ID0768,24,Pria,SPXID02902,Home,"Rp 911.000,-",13-03-2024,Hemat,Cash,***
171,ID0456,22,Wanita,SPXID09732,Home,"Rp 269.000,-",07-11-2024,Next Day,Transfer,****
172,ID0082,45,Pria,SPXID34354,Fashion,"Rp 234.000,-",02-09-2023,Express,Transfer,**
173,ID0427,45,Pria,SPXID42613,Food,"Rp 302.000,-",20-04-2024,Reguler,Cash,*****
174,ID0459,30,Wanita,SPXID36115,Sport,"Rp 343.000,-",26-11-2024,Reguler,Transfer,****
175,ID0976,55,Pria,SPXID34454,Food,"Rp 920.000,-",04-01-2023,Next Day,COD,**
176,ID0860,37,Pria,SPXID04705,Fashion,"Rp 53.000,-",11-05-2023,Next Day,Ngutang,**
177,ID0288,18,Wanita,SPXID30640,Fashion,"Rp 102.000,-",19-03-2024,Hemat,Cash,**
178,ID0592,25,Wanita,SPXID28219,Fashion,"Rp 393.000,-",03-11-2023,Hemat,COD,*****
179,ID0030,32,Pria,SPXID06802,Home,"Rp 795.000,-",24-06-2023,Reguler,Ngutang,*
180,ID0938,60,Pria,SPXID04488,Sport,"Rp 964.000,-",11-10-2024,Next Day,Ngutang,**
181,ID0328,25,Pria,SPXID50007,Fashion,"Rp 923.000,-",20-05-2023,Express,COD,****
182,ID0638,56,Wanita,SPXID04478,Food,"Rp 255.000,-",30-08-2023,Next Day,Transfer,**
183,ID0595,58,Pria,SPXID43168,Fashion,"Rp 243.000,-",22-06-2023,Next Day,COD,**
184,ID0331,39,Wanita,SPXID28787,Home,"Rp 83.000,-",02-08-2023,Reguler,COD,**
185,ID0355,54,Pria,SPXID43593,Home,"Rp 316.000,-",02-05-2024,Hemat,Transfer,*****
186,ID0052,35,Pria,SPXID45651,Fashion,"Rp 727.000,-",22-10-2025,Reguler,COD,*****
187,ID0206,53,Pria,SPXID33575,Electronics,"Rp 486.000,-",26-08-2025,Next Day,Transfer,****
188,ID0935,25,Pria,SPXID09239,Sport,"Rp 709.000,-",20-08-2023,Next Day,Transfer,****
189,ID0124,28,Pria,SPXID26496,Electronics,"Rp 559.000,-",06-05-2024,Next Day,Ngutang,*****
190,ID0418,31,Pria,SPXID05454,Food,"Rp 954.000,-",16-11-2023,Next Day,Cash,****
191,ID0229,19,Pria,SPXID23529,Sport,"Rp 739.000,-",27-04-2024,Next Day,Cash,*****
192,ID0540,59,Pria,SPXID30586,Home,"Rp 830.000,-",24-06-2025,Next Day,Cash,*
193,ID0286,39,Pria,SPXID44680,Food,"Rp 987.000,-",20-09-2023,Next Day,Ngutang,****
194,ID0766,57,Pria,SPXID40668,Home,"Rp 12.000,-",26-09-2025,Next Day,Transfer,*
195,ID0414,21,Pria,SPXID42834,Food,"Rp 714.000,-",13-06-2024,Next Day,COD,***
196,ID0361,36,Pria,SPXID08341,Sport,"Rp 615.000,-",29-01-2024,Reguler,Transfer,**
197,ID0314,58,Pria,SPXID34334,Electronics,"Rp 956.000,-",18-09-2023,Hemat,Transfer,****
198,ID0035,30,Wanita,SPXID17660,Food,"Rp 444.000,-",30-02-2025,Next Day,COD,*****
199,ID0999,27,Pria,SPXID13208,Fashion,"Rp 962.000,-",08-09-2023,Next Day,Cash,*
200,ID0923,48,Pria,SPXID04055,Electronics,"Rp 56.000,-",23-01-2023,Hemat,COD,*****
201,ID0097,22,Pria,SPXID05042,Food,"Rp 665.000,-",13-01-2025,Hemat,Ngutang,*****
202,ID0400,31,Pria,SPXID22931,Fashion,"Rp 812.000,-",25-05-2024,Express,Cash,****
203,ID0920,22,Wanita,SPXID24883,Electronics,"Rp 356.000,-",30-08-2024,Next Day,COD,*****
204,ID0561,52,Pria,SPXID15511,Fashion,"Rp 874.000,-",21-06-2025,Reguler,COD,**
205,ID0718,46,Wanita,SPXID09042,Home,"Rp 227.000,-",19-02-2023,Reguler,Cash,*****
206,ID0934,40,Pria,SPXID28129,Electronics,"Rp 898.000,-",29-08-2024,Reguler,Transfer,****
207,ID0490,25,Wanita,SPXID34641,Food,"Rp 263.000,-",27-07-2025,Express,Ngutang,***
208,ID0512,41,Wanita,SPXID47468,Food,"Rp 498.000,-",29-02-2024,Hemat,COD,**
209,ID0704,20,Pria,SPXID25790,Fashion,"Rp 634.000,-",09-07-2025,Next Day,Transfer,***
210,ID0871,59,Wanita,SPXID17838,Electronics,"Rp 524.000,-",15-08-2023,Express,Cash,****
211,ID0004,44,Pria,SPXID07061,Home,"Rp 773.000,-",18-06-2024,Express,Cash,**
212,ID0652,44,Pria,SPXID25072,Food,"Rp 280.000,-",06-01-2024,Express,Transfer,**
213,ID0001,39,Wanita,SPXID19176,Electronics,"Rp 709.000,-",30-09-2024,Hemat,Ngutang,***
214,ID0244,33,Wanita,SPXID23952,Electronics,"Rp 724.000,-",08-05-2025,Express,Transfer,*****
215,ID0492,22,Pria,SPXID02039,Home,"Rp 838.000,-",07-05-2025,Express,COD,***
216,ID0405,49,Pria,SPXID00508,Electronics,"Rp 734.000,-",24-06-2025,Express,Transfer,*****
217,ID0689,28,Wanita,SPXID22399,Food,"Rp 767.000,-",29-04-2025,Express,COD,****
218,ID0901,59,Pria,SPXID17479,Electronics,"Rp 815.000,-",11-04-2025,Reguler,Cash,*****
219,ID0121,20,Pria,SPXID12638,Electronics,"Rp 920.000,-",13-03-2025,Next Day,COD,**
220,ID0456,25,Pria,SPXID37950,Food,"Rp 273.000,-",17-02-2025,Next Day,Cash,*****
221,ID0188,52,Wanita,SPXID16660,Fashion,"Rp 494.000,-",25-03-2023,Reguler,Ngutang,****
222,ID0416,50,Wanita,SPXID45802,Fashion,"Rp 542.000,-",27-10-2025,Hemat,Ngutang,*****
223,ID0484,51,Wanita,SPXID06689,Fashion,"Rp 548.000,-",30-10-2023,Hemat,Cash,**
224,ID0759,33,Wanita,SPXID13550,Food,"Rp 796.000,-",01-02-2024,Reguler,Transfer,***
225,ID0037,59,Wanita,SPXID29518,Fashion,"Rp 539.000,-",18-01-2023,Express,Cash,**
226,ID0562,18,Pria,SPXID26918,Electronics,"Rp 730.000,-",10-05-2023,Reguler,Ngutang,*****
227,ID0009,40,Pria,SPXID41547,Sport,"Rp 111.000,-",06-10-2024,Hemat,Transfer,*
228,ID0425,47,Pria,SPXID01462,Electronics,"Rp 962.000,-",29-10-2025,Hemat,Cash,*
229,ID0573,25,Wanita,SPXID47785,Fashion,"Rp 133.000,-",26-04-2024,Hemat,Transfer,*****
230,ID0550,39,Wanita,SPXID12521,Home,"Rp 332.000,-",24-01-2024,Express,Transfer,**
231,ID0452,39,Wanita,SPXID29428,Electronics,"Rp 125.000,-",17-08-2025,Hemat,Transfer,***
232,ID0516,23,Wanita,SPXID30673,Home,"Rp 103.000,-",30-05-2024,Hemat,Cash,**
233,ID0107,44,Pria,SPXID02500,Home,"Rp 878.000,-",25-04-2023,Reguler,Ngutang,***
234,ID0693,18,Wanita,SPXID43547,Home,"Rp 403.000,-",26-03-2023,Express,Transfer,**
235,ID0501,24,Wanita,SPXID43238,Home,"Rp 900.000,-",21-04-2023,Next Day,Ngutang,***
236,ID0198,34,Pria,SPXID07912,Food,"Rp 269.000,-",30-06-2024,Hemat,Ngutang,*
237,ID0151,47,Wanita,SPXID06635,Food,"Rp 155.000,-",15-04-2024,Express,Cash,***
238,ID0553,47,Wanita,SPXID06767,Home,"Rp 972.000,-",01-02-2024,Express,Transfer,*
239,ID0138,21,Pria,SPXID45005,Fashion,"Rp 856.000,-",08-03-2024,Express,Cash,***
240,ID0509,23,Wanita,SPXID02571,Food,"Rp 589.000,-",24-06-2024,Hemat,Cash,*****
241,ID0273,46,Pria,SPXID06574,Electronics,"Rp 696.000,-",19-10-2025,Next Day,Ngutang,**
242,ID0007,56,Wanita,SPXID10685,Sport,"Rp 33.000,-",12-11-2025,Hemat,Cash,***
243,ID0033,59,Wanita,SPXID14597,Electronics,"Rp 70.000,-",30-10-2024,Reguler,Cash,****
244,ID0725,42,Pria,SPXID04929,Home,"Rp 531.000,-",25-09-2025,Reguler,COD,**
245,ID0689,54,Pria,SPXID44226,Home,"Rp 691.000,-",12-04-2023,Next Day,Ngutang,***
246,ID0454,59,Wanita,SPXID45842,Food,"Rp 454.000,-",22-10-2024,Reguler,Ngutang,*****
247,ID0488,32,Pria,SPXID22935,Home,"Rp 49.000,-",02-10-2025,Next Day,Cash,***
248,ID0260,51,Wanita,SPXID38058,Food,"Rp 603.000,-",25-06-2024,Reguler,Cash,**
249,ID0614,39,Pria,SPXID40659,Food,"Rp 420.000,-",14-05-2025,Next Day,Transfer,***
250,ID0407,24,Wanita,SPXID06137,Fashion,"Rp 644.000,-",08-11-2024,Next Day,Cash,*****
251,ID0761,29,Wanita,SPXID48032,Food,"Rp 614.000,-",19-11-2024,Next Day,Ngutang,*****
252,ID0854,60,Wanita,SPXID03699,Fashion,"Rp 806.000,-",23-03-2024,Next Day,Cash,***
253,ID0996,38,Wanita,SPXID33115,Food,"Rp 525.000,-",29-06-2025,Next Day,Transfer,**
254,ID0008,35,Pria,SPXID28998,Fashion,"Rp 898.000,-",20-08-2023,Hemat,Cash,***
255,ID0929,50,Wanita,SPXID21142,Home,"Rp 849.000,-",18-04-2023,Next Day,Ngutang,*****
256,ID0073,52,Wanita,SPXID07812,Home,"Rp 231.000,-",23-02-2023,Express,Ngutang,***
