,Customer ID,Usia,Gender,ID Pembelian,Jenis Produk,Transaksi,Waktu Pembelian,Jenis Pengiriman,Metode Pembayaran,Feedback
88,ID0957,31,Wanita,SPXID40520,Home,"Rp 107.000,-",04-05-2025,Reguler,Cash,★★
89,ID0687,55,Pria,SPXID32290,Electronics,"Rp 85.000,-",17-07-2025,Next Day,Cash,★★
90,ID0606,47,Pria,SPXID50038,Sport,"Rp 82.000,-",14-01-2025,Reguler,COD,★★★★★
91,ID0542,24,Wanita,SPXID18206,Fashion,"Rp 355.000,-",15-02-2023,Hemat,Cash,★
92,ID0289,47,Wanita,SPXID45957,Electronics,"Rp 688.000,-",24-04-2023,Reguler,Ngutang,★★★★★
93,ID0402,18,Wanita,SPXID03711,Food,"Rp 147.000,-",23-03-2024,Express,Ngutang,★★★★★
94,ID0509,56,Pria,SPXID20862,Home,"Rp 299.000,-",15-06-2023,Hemat,Ngutang,★★★★
95,ID0210,31,Pria,SPXID40797,Electronics,"Rp 172.000,-",03-01-2024,Reguler,Cash,★
96,ID0897,32,Pria,SPXID18395,Sport,"Rp 445.000,-",08-06-2023,Reguler,Transfer,★★
97,ID0577,56,Wanita,SPXID49164,Food,"Rp 694.000,-",21-09-2023,Express,Ngutang,★★★
98,ID0435,60,Wanita,SPXID20675,Sport,"Rp 29.000,-",05-08-2024,Next Day,Cash,★★★★
99,ID0933,53,Pria,SPXID22526,Food,"Rp 725.000,-",15-07-2023,Next Day,COD,★★★★★
100,ID0083,23,Wanita,SPXID32739,Fashion,"Rp 665.000,-",26-01-2025,Next Day,Cash,★★★★
101,ID0957,56,Pria,SPXID03594,Home,"Rp 832.000,-",09-03-2023,Express,Cash,★★★★★
102,ID0946,30,Wanita,SPXID44762,Sport,"Rp 517.000,-",20-09-2023,Hemat,Ngutang,★★★★★
103,ID0694,36,Pria,SPXID03337,Sport,"Rp 20.000,-",09-08-2025,Reguler,Transfer,★★★
104,ID0760,33,Pria,SPXID12202,Home,"Rp 362.000,-",28-11-2023,Next Day,Transfer,★★★★
105,ID0343,30,Wanita,SPXID22617,Electronics,"Rp 320.000,-",04-03-2025,Next Day,Ngutang,★★★
106,ID0702,22,Pria,SPXID32479,Home,"Rp 175.000,-",26-04-2023,Next Day,COD,★★★
107,ID0547,52,Wanita,SPXID03455,Food,"Rp 324.000,-",01-04-2023,Reguler,Ngutang,★★★
108,ID0677,32,Pria,SPXID07988,Food,"Rp 664.000,-",28-01-2023,Express,Transfer,★★★★★
109,ID0362,24,Wanita,SPXID04353,Food,"Rp 912.000,-",09-03-2024,Hemat,COD,★★
110,ID0215,19,Pria,SPXID29430,Sport,"Rp 32.000,-",22-10-2025,Express,Transfer,★★
111,ID0616,19,Pria,SPXID02265,Fashion,"Rp 841.000,-",10-02-2023,Reguler,Cash,★★
112,ID0822,45,Pria,SPXID25519,Home,"Rp 104.000,-",26-11-2024,Reguler,COD,★★★
113,ID0428,40,Pria,SPXID12662,Electronics,"Rp 994.000,-",29-06-2025,Next Day,COD,★★★
114,ID0941,20,Wanita,SPXID00788,Sport,"Rp 816.000,-",27-08-2024,Express,Cash,★
115,ID0053,20,Pria,SPXID06616,Sport,"Rp 774.000,-",13-08-2025,Hemat,Transfer,★★
116,ID0696,55,Wanita,SPXID30614,Electronics,"Rp 733.000,-",22-05-2025,Reguler,COD,★
117,ID0086,27,Pria,SPXID03670,Electronics,"Rp 573.000,-",08-07-2024,Next Day,Transfer,★★★★
118,ID0217,48,Pria,SPXID45342,Electronics,"Rp 300.000,-",28-05-2024,Hemat,Transfer,★★★
119,ID0941,30,Wanita,SPXID00804,Fashion,"Rp 15.000,-",20-05-2024,Next Day,Cash,★★★★★
120,ID0640,35,Wanita,SPXID36671,Sport,"Rp 823.000,-",06-10-2023,Reguler,COD,★★★
121,ID0101,42,Pria,SPXID34862,Sport,"Rp 685.000,-",30-03-2025,Reguler,COD,★★★★★
122,ID0352,27,Pria,SPXID00997,Fashion,"Rp 660.000,-",04-09-2025,Express,COD,★★
123,ID0407,34,Wanita,SPXID41926,Electronics,"Rp 11.000,-",11-03-2023,Hemat,Ngutang,★★
124,ID0993,24,Pria,SPXID10224,Home,"Rp 937.000,-",22-06-2025,Hemat,COD,★★★★
125,ID0010,26,Wanita,SPXID09056,Fashion,"Rp 828.000,-",25-02-2025,Express,COD,★★★
126,ID0623,26,Pria,SPXID13974,Electronics,"Rp 801.000,-",29-05-2023,Express,COD,★★★
127,ID0803,48,Wanita,SPXID01720,Electronics,"Rp 824.000,-",10-09-2025,Express,COD,★★★
128,ID0968,20,Pria,SPXID12658,Sport,"Rp 660.000,-",29-01-2024,Hemat,Ngutang,★
129,ID0284,42,Wanita,SPXID18469,Food,"Rp 712.000,-",12-08-2024,Express,Cash,★★
130,ID0726,47,Pria,SPXID36583,Fashion,"Rp 237.000,-",02-02-2024,Next Day,Ngutang,★★
131,ID0818,60,Pria,SPXID31804,Electronics,"Rp 371.000,-",12-10-2023,Express,Transfer,★★★★★
132,ID0098,58,Pria,SPXID28940,Home,"Rp 157.000,-",25-07-2024,Express,COD,★
133,ID0179,24,Pria,SPXID12700,Electronics,"Rp 239.000,-",26-09-2025,Hemat,Cash,★
134,ID0936,20,Wanita,SPXID20277,Food,"Rp 824.000,-",25-03-2024,Next Day,COD,★★
135,ID0133,47,Wanita,SPXID29246,Home,"Rp 840.000,-",25-04-2023,Express,Transfer,★
136,ID0684,39,Pria,SPXID36929,Food,"Rp 921.000,-",28-05-2023,Hemat,Cash,★
137,ID0731,47,Wanita,SPXID21692,Sport,"Rp 740.000,-",19-06-2023,Reguler,Ngutang,★★★★
138,ID0882,48,Pria,SPXID13567,Food,"Rp 448.000,-",06-10-2025,Next Day,Transfer,★★★★★
139,ID0723,53,Pria,SPXID08342,Fashion,"Rp 18.000,-",14-10-2025,Express,COD,★★★
140,ID0661,26,Pria,SPXID46393,Sport,"Rp 532.000,-",01-04-2025,Hemat,COD,★★
141,ID0084,50,Wanita,SPXID14571,Sport,"Rp 568.000,-",09-08-2025,Reguler,COD,★
142,ID0202,30,Pria,SPXID30985,Food,"Rp 853.000,-",11-07-2024,Reguler,Ngutang,★★★★
143,ID0655,25,Pria,SPXID43452,Fashion,"Rp 857.000,-",20-02-2025,Reguler,COD,★
144,ID0149,19,Pria,SPXID24827,Food,"Rp 75.000,-",19-04-2025,Hemat,Transfer,★★★★★
145,ID0166,38,Pria,SPXID22396,Electronics,"Rp 988.000,-",02-02-2024,Express,Transfer,★★★
146,ID0212,39,Pria,SPXID41387,Home,"Rp 92.000,-",02-02-2025,Express,Transfer,★★★
147,ID0720,60,Pria,SPXID07280,Home,"Rp 962.000,-",12-01-2024,Next Day,COD,★★★★
148,ID0213,33,Pria,SPXID15869,Electronics,"Rp 729.000,-",17-02-2024,Hemat,Cash,★
149,ID0115,28,Pria,SPXID16744,Electronics,"Rp 387.000,-",07-04-2023,Express,Ngutang,★★★
150,ID0954,60,Wanita,SPXID02383,Sport,"Rp 412.000,-",18-03-2023,Express,Ngutang,★
151,ID0309,48,Wanita,SPXID39190,Home,"Rp 398.000,-",03-07-2023,Reguler,COD,★★★★
152,ID0068,55,Wanita,SPXID26895,Sport,"Rp 168.000,-",15-09-2023,Next Day,COD,★
153,ID0547,50,Wanita,SPXID42944,Electronics,"Rp 511.000,-",08-01-2023,Reguler,Transfer,★★★★
154,ID0936,41,Wanita,SPXID03063,Food,"Rp 249.000,-",09-05-2024,Express,Cash,★
155,ID0519,42,Pria,SPXID08967,Electronics,"Rp 212.000,-",07-03-2023,Reguler,Transfer,★★★★
156,ID0813,52,Wanita,SPXID30831,Sport,"Rp 708.000,-",28-03-2023,Express,Cash,★
157,ID0688,29,Wanita,SPXID35363,Fashion,"Rp 193.000,-",05-02-2023,Hemat,Transfer,★
158,ID0440,45,Pria,SPXID18483,Sport,"Rp 93.000,-",09-05-2023,Next Day,Cash,★★★★★
159,ID0832,33,Pria,SPXID19558,Home,"Rp 55.000,-",28-04-2025,Hemat,Cash,★★
160,ID0856,42,Pria,SPXID26340,Food,"Rp 69.000,-",06-08-2024,Next Day,Ngutang,★★★
161,ID0280,45,Wanita,SPXID22651,Fashion,"Rp 313.000,-",14-09-2025,Next Day,COD,★★
162,ID0012,29,Wanita,SPXID08014,Sport,"Rp 507.000,-",09-06-2024,Next Day,Ngutang,★★
163,ID0244,58,Pria,SPXID07895,Sport,"Rp 753.000,-",27-05-2023,Hemat,COD,★★★
164,ID0347,27,Pria,SPXID04485,Home,"Rp 204.000,-",01-01-2023,Reguler,Ngutang,★★★★★
165,ID0593,24,Wanita,SPXID29545,Electronics,"Rp 68.000,-",02-09-2024,Next Day,COD,★★★★
166,ID0089,31,Wanita,SPXID04019,Electronics,"Rp 618.000,-",09-07-2023,Express,Cash,★★★★
167,ID0178,43,Wanita,SPXID38399,Home,"Rp 270.000,-",20-10-2024,Express,Ngutang,★★★
168,ID0821,44,Wanita,SPXID22335,Sport,"Rp 705.000,-",29-03-2024,Reguler,Cash,★★★
169,ID0204,55,Wanita,SPXID36857,Food,"Rp 724.000,-",15-07-2023,Reguler,Transfer,★★★
170,ID0030,37,Wanita,SPXID42355,Electronics,"Rp 304.000,-",09-09-2024,Hemat,COD,★★
171,ID0343,33,Wanita,SPXID39646,Food,"Rp 285.000,-",02-01-2023,Express,Transfer,★★★★
172,ID0324,36,Wanita,SPXID14633,Food,"Rp 228.000,-",12-08-2025,Hemat,Ngutang,★★
173,ID0736,49,Pria,SPXID25394,Food,"Rp 712.000,-",27-01-2025,Hemat,Ngutang,★★★★
174,ID0367,31,Pria,SPXID05955,Fashion,"Rp 691.000,-",21-08-2025,Hemat,COD,★
175,ID0656,24,Pria,SPXID33874,Food,"Rp 141.000,-",01-05-2024,Next Day,Cash,★★★★★
176,ID0405,37,Pria,SPXID02404,Electronics,"Rp 291.000,-",03-10-2023,Express,Ngutang,★★★★
177,ID0639,44,Pria,SPXID40797,Electronics,"Rp 321.000,-",19-03-2023,Hemat,Ngutang,★★
178,ID0680,23,Wanita,SPXID28389,Home,"Rp 593.000,-",18-04-2025,Next Day,Cash,★★★
179,ID0887,57,Wanita,SPXID04910,Food,"Rp 798.000,-",28-11-2023,Express,COD,★★★★★
180,ID0032,42,Wanita,SPXID35286,Home,"Rp 782.000,-",13-07-2025,Reguler,COD,★★
181,ID0571,29,Pria,SPXID16795,Fashion,"Rp 202.000,-",11-09-2024,Next Day,COD,★★
182,ID0952,46,Pria,SPXID46049,Home,"Rp 556.000,-",30-10-2024,Next Day,Ngutang,★★★★
183,ID0128,59,Pria,SPXID02368,Fashion,"Rp 803.000,-",10-07-2025,Express,Transfer,★★★★★
184,ID0911,44,Wanita,SPXID32462,Electronics,"Rp 277.000,-",10-05-2025,Next Day,Cash,★★★★
185,ID0074,53,Wanita,SPXID06915,Electronics,"Rp 916.000,-",29-07-2025,Next Day,Ngutang,★★★
186,ID0258,37,Wanita,SPXID10988,Food,"Rp 615.000,-",27-06-2025,Hemat,Transfer,★★★
187,ID0172,37,Wanita,SPXID22363,Fashion,"Rp 132.000,-",04-02-2025,Express,Cash,★★★
188,ID0289,38,Pria,SPXID46128,Sport,"Rp 833.000,-",06-05-2024,Reguler,Cash,★
189,ID0367,33,Pria,SPXID37773,Sport,"Rp 265.000,-",12-11-2024,Express,COD,★★★
190,ID0309,47,Wanita,SPXID24148,Food,"Rp 997.000,-",16-05-2024,Next Day,Ngutang,★★★★
191,ID0772,28,Pria,SPXID20210,Food,"Rp 271.000,-",22-03-2025,Hemat,COD,★
192,ID0506,32,Wanita,SPXID11899,Home,"Rp 765.000,-",20-09-2023,Next Day,COD,★★
193,ID0444,40,Wanita,SPXID46058,Fashion,"Rp 443.000,-",30-02-2023,Next Day,Transfer,★★★★★
194,ID0632,54,Wanita,SPXID27457,Fashion,"Rp 386.000,-",01-09-2023,Reguler,Transfer,★
195,ID0408,29,Wanita,SPXID21298,Fashion,"Rp 523.000,-",01-02-2025,Express,COD,★★★
196,ID0912,29,Pria,SPXID25792,Sport,"Rp 565.000,-",05-07-2025,Next Day,Ngutang,★★★★★
197,ID0777,60,Pria,SPXID18119,Fashion,"Rp 906.000,-",24-01-2025,Hemat,Cash,★
198,ID0835,31,Wanita,SPXID29246,Electronics,"Rp 834.000,-",12-11-2023,Reguler,COD,★
199,ID0806,32,Wanita,SPXID13937,Electronics,"Rp 908.000,-",05-08-2023,Express,Transfer,★
200,ID0193,21,Pria,SPXID03865,Home,"Rp 92.000,-",19-06-2023,Express,Ngutang,★
201,ID0927,26,Wanita,SPXID28902,Sport,"Rp 515.000,-",18-03-2023,Next Day,COD,★★
202,ID0210,39,Wanita,SPXID03553,Electronics,"Rp 266.000,-",09-03-2023,Next Day,Cash,★★★★★
203,ID0192,24,Wanita,SPXID35108,Home,"Rp 396.000,-",23-09-2025,Reguler,Ngutang,★
204,ID0111,57,Pria,SPXID19908,Electronics,"Rp 402.000,-",21-05-2023,Next Day,COD,★★
205,ID0640,53,Pria,SPXID31607,Sport,"Rp 449.000,-",11-04-2025,Express,COD,★★★★★
206,ID0588,44,Pria,SPXID40639,Food,"Rp 515.000,-",25-10-2023,Reguler,Ngutang,★★★★★
207,ID0012,45,Wanita,SPXID46314,Home,"Rp 612.000,-",30-07-2023,Next Day,Ngutang,★★★★★
208,ID0658,50,Pria,SPXID26868,Electronics,"Rp 87.000,-",14-02-2025,Express,Transfer,★
209,ID0319,24,Wanita,SPXID21498,Food,"Rp 239.000,-",03-08-2025,Hemat,COD,★
210,ID0562,53,Pria,SPXID32089,Electronics,"Rp 908.000,-",05-08-2024,Reguler,Ngutang,★★★
211,ID0997,27,Wanita,SPXID17256,Food,"Rp 886.000,-",20-01-2024,Reguler,Transfer,★
212,ID0878,38,Pria,SPXID28618,Fashion,"Rp 561.000,-",24-11-2024,Express,Transfer,★★★
213,ID0135,42,Wanita,SPXID45813,Home,"Rp 354.000,-",02-01-2023,Express,Ngutang,★★
214,ID0730,59,Pria,SPXID19574,Fashion,"Rp 177.000,-",14-02-2023,Hemat,Ngutang,★★★★
215,ID0288,30,Wanita,SPXID10761,Electronics,"Rp 751.000,-",11-05-2024,Reguler,COD,★
216,ID0468,52,Pria,SPXID27056,Home,"Rp 672.000,-",30-08-2024,Express,COD,★★★
217,ID0361,25,Wanita,SPXID06012,Food,"Rp 713.000,-",24-02-2024,Express,Cash,★★★
218,ID0247,21,Wanita,SPXID50141,Fashion,"Rp 490.000,-",04-09-2025,Next Day,Cash,★★★★
219,ID0835,58,Pria,SPXID47004,Fashion,"Rp 664.000,-",02-01-2023,Express,COD,★★★★
220,ID0598,48,Wanita,SPXID38530,Food,"Rp 717.000,-",01-02-2025,Express,COD,★★★★★
221,ID0590,52,Wanita,SPXID44159,Food,"Rp 375.000,-",16-08-2025,Next Day,Ngutang,★★★
222,ID0695,41,Wanita,SPXID34935,Home,"Rp 754.000,-",30-05-2023,Hemat,COD,★★★★★
223,ID0189,52,Pria,SPXID17826,Electronics,"Rp 124.000,-",15-09-2024,Express,COD,★★★★★
224,ID0782,36,Wanita,SPXID24693,Sport,"Rp 839.000,-",06-03-2023,Reguler,Cash,★
225,ID0666,55,Wanita,SPXID31113,Fashion,"Rp 677.000,-",22-04-2024,Next Day,COD,★
226,ID0402,43,Pria,SPXID39055,Electronics,"Rp 798.000,-",20-09-2023,Reguler,Cash,★★★★
227,ID0548,51,Pria,SPXID07559,Fashion,"Rp 523.000,-",24-05-2023,Express,COD,★★★
228,ID0707,36,Wanita,SPXID36344,Fashion,"Rp 313.000,-",24-09-2023,Express,COD,★★★★★
229,ID0868,60,Pria,SPXID35583,Fashion,"Rp 93.000,-",12-05-2024,Express,Cash,★★★
230,ID0815,34,Wanita,SPXID02012,Fashion,"Rp 252.000,-",16-10-2023,Express,Ngutang,★★★
231,ID0137,45,Wanita,SPXID03032,Food,"Rp 152.000,-",10-11-2023,Hemat,Ngutang,★★★★★
232,ID0317,40,Wanita,SPXID48270,Electronics,"Rp 307.000,-",07-06-2025,Reguler,Transfer,★★
233,ID0517,42,Wanita,SPXID09575,Fashion,"Rp 608.000,-",30-03-2023,Express,Ngutang,★★★★
234,ID0514,28,Pria,SPXID09576,Food,"Rp 64.000,-",01-08-2024,Reguler,Transfer,★★★★
235,ID0149,42,Wanita,SPXID38649,Home,"Rp 116.000,-",11-10-2023,Express,Ngutang,★★
236,ID0730,21,Pria,SPXID45958,Home,"Rp 572.000,-",05-06-2024,Express,Ngutang,★★
237,ID0416,38,Wanita,SPXID09205,Home,"Rp 678.000,-",23-07-2025,Express,COD,★★★★
238,ID0033,37,Wanita,SPXID31794,Food,"Rp 193.000,-",18-05-2023,Reguler,Cash,★★★★★
239,ID0084,32,Wanita,SPXID02864,Sport,"Rp 88.000,-",12-02-2023,Next Day,Transfer,★★★★★
240,ID0427,44,Pria,SPXID21460,Electronics,"Rp 886.000,-",27-09-2025,Next Day,COD,★★★★★
241,ID0093,23,Wanita,SPXID34793,Food,"Rp 861.000,-",09-03-2025,Hemat,COD,★★
242,ID0594,32,Wanita,SPXID33375,Fashion,"Rp 232.000,-",27-06-2024,Express,COD,★★★★★
243,ID0546,51,Wanita,SPXID10946,Electronics,"Rp 367.000,-",22-11-2023,Reguler,COD,★★★★
244,ID0701,50,Pria,SPXID49155,Fashion,"Rp 341.000,-",16-04-2023,Next Day,Cash,★★★★
245,ID0269,45,Wanita,SPXID49559,Sport,"Rp 50.000,-",21-07-2025,Reguler,COD,★★
246,ID0686,47,Wanita,SPXID21123,Food,"Rp 992.000,-",12-02-2024,Hemat,Transfer,★★★
247,ID0399,56,Wanita,SPXID00456,Electronics,"Rp 375.000,-",22-09-2025,Express,COD,★★★★
248,ID0895,28,Pria,SPXID40085,Food,"Rp 472.000,-",06-05-2025,Reguler,Cash,★★★★★
249,ID0662,21,Pria,SPXID05853,Home,"Rp 530.000,-",26-03-2024,Next Day,Cash,★★★★
